umbral_dias,real,azar_media,azar_std,exceso,pct_explicado_azar,p_valor_monte_carlo,n_shuffles,radio_m,ventana_min
1,2163,1904.8333333333333,45.22394891598428,258.16666666666674,88.0644167051934,0.03225806451612903,30,200,5
2,2149,1892.6333333333334,45.290531264517334,256.36666666666656,88.07042035055065,0.03225806451612903,30,200,5
3,1660,1403.3666666666666,36.45223663310052,256.63333333333344,84.54016064257027,0.03225806451612903,30,200,5
4,882,674.4,25.610674857696868,207.60000000000002,76.4625850340136,0.03225806451612903,30,200,5
5,339,222.03333333333333,11.452753186703864,116.96666666666667,65.49655850540806,0.03225806451612903,30,200,5
